amount,hour_of_day,is_weekend,receiver_account_age_days,receiver_report_count,receiver_tx_count_24h,receiver_unique_senders_24h,previous_connections_count,avg_transaction_amount_7d,amount_deviation,velocity_ratio,is_first_interaction,is_fraud
4120.29,17,0,653,0,3,4,0,3989.67,1.0325,1.0,1,0
3614.78,20,0,94,1,7,2,9,143.03,25.0974,0.25,0,0
12208.43,1,0,379,1,16,11,1,272.78,44.5921,0.6471,0,1
14966.69,7,0,1276,0,17,20,0,11804.86,1.2677,1.1111,1,0
835.34,4,0,61,0,8,5,0,428.54,1.9447,0.5556,1,0
2229.4,19,0,243,0,6,5,29,1547.31,1.4399,0.7143,0,0
3679.31,16,1,599,2,5,0,2,494.04,7.4323,0.0,0,0
1058.67,9,0,145,2,11,9,1,1002.24,1.0553,0.75,0,1
1716.8,18,0,598,0,16,5,0,2638.45,0.6504,0.2941,1,0
938.51,8,0,343,0,14,11,14,1413.12,0.6637,0.7333,0,0
1602.58,17,0,498,0,1,3,6,539.71,2.9638,1.5,0,0
1735.95,12,1,551,1,8,3,21,1770.28,0.9801,0.3333,0,0
2248.89,12,0,197,0,13,6,5,2082.7,1.0793,0.4286,0,0
1296.99,7,0,223,0,6,6,0,4546.65,0.2852,0.8571,1,0
1612.03,20,1,292,1,17,7,1,929.61,1.7322,0.3889,0,1
1255.93,11,0,61,0,3,11,4,1250.88,1.0032,2.75,0,1
484.47,18,0,655,0,10,1,12,1037.05,0.4667,0.0909,0,0
2111.03,6,0,82,1,9,7,4,1441.64,1.4633,0.7,0,0
39399.6,4,0,168,2,13,5,5,174.98,223.8868,0.3571,0,1
2446.69,16,0,867,0,3,4,0,3533.55,0.6922,1.0,1,0
4315.46,7,1,633,1,12,8,29,675.71,6.3771,0.6154,0,0
3410.29,12,0,507,1,10,4,11,298.75,11.3771,0.3636,0,0
2457.5,5,1,81,0,16,6,1,1361.46,1.8037,0.3529,0,0
3725.78,11,0,1177,0,8,10,0,2693.11,1.3829,1.1111,1,0
350.4,12,0,388,0,20,11,16,1579.45,0.2217,0.5238,0,0
543.21,16,0,265,0,0,6,25,1134.29,0.4785,6.0,0,0
572.94,20,1,1121,0,13,10,0,2875.57,0.1992,0.7143,1,0
180.09,15,1,54,1,4,7,2,118.03,1.513,1.4,0,1
4338.51,1,0,164,2,5,4,2,1647.43,2.6319,0.6667,0,1
1188.94,16,1,167,0,7,6,6,484.05,2.4512,0.75,0,1
2774.31,13,0,287,0,18,14,8,1634.58,1.6962,0.7368,0,0
1667.07,4,1,164,0,12,3,1,444.48,3.7422,0.2308,0,0
1484.5,14,1,285,3,9,5,0,546.25,2.7127,0.5,1,1
1332.31,19,1,547,0,12,4,0,120.75,10.943,0.3077,1,0
4263.62,15,0,58,2,13,2,2,651.22,6.5371,0.1429,0,1
1759.68,12,0,370,0,12,5,1,943.14,1.8638,0.3846,0,1
2423.48,9,1,4,1,30,9,3,716.51,3.3776,0.2903,0,1
20.69,8,1,80,1,2,6,30,802.19,0.0258,2.0,0,0
7683.82,20,0,1449,0,41,23,3,4192.63,1.8323,0.5476,0,0
9021.82,18,0,1402,0,31,19,3,10518.8,0.8576,0.5938,0,0
9054.74,23,1,726,0,24,15,0,11519.32,0.786,0.6,1,0
12883.27,10,0,464,0,25,7,2,6672.72,1.9304,0.2692,0,0
1374.14,12,0,257,2,9,7,11,492.96,2.7819,0.7,0,0
1898.75,11,0,9,1,26,23,3,561.67,3.3745,0.8519,0,1
1020.3,20,0,490,1,5,2,15,939.85,1.0844,0.3333,0,0
1183.14,13,0,22,2,14,20,0,467.24,2.5268,1.3333,1,1
1112.82,17,1,278,3,6,7,4,708.21,1.5691,1.0,0,1
750.71,8,0,52,0,16,8,2,1132.36,0.6624,0.4706,0,1
2622.68,16,0,116,0,25,12,11,2042.45,1.2835,0.4615,0,0
1658.67,21,0,534,2,1,2,1,712.56,2.3245,1.0,0,0
4867.76,0,0,71,1,8,2,0,437.97,11.089,0.2222,1,1
1846.78,12,0,58,2,14,8,0,1609.43,1.1468,0.5333,1,1
1881.67,10,0,1057,0,12,8,0,3362.98,0.5594,0.6154,1,0
1908.31,21,1,347,0,26,15,8,591.16,3.2226,0.5556,0,0
826.73,14,0,356,0,26,5,9,622.65,1.3256,0.1852,0,0
2975.73,22,1,99,2,4,7,0,1074.31,2.7673,1.4,1,1
4327.69,12,0,156,2,3,5,16,422.22,10.2256,1.25,0,0
12235.14,3,0,360,2,15,6,0,312.47,39.0313,0.375,1,1
2019.64,10,1,620,0,42,7,0,3682.05,0.5484,0.1628,1,0
632.64,7,0,159,0,15,8,2,595.35,1.0609,0.5,0,0
993.44,19,0,390,2,7,3,0,1702.93,0.583,0.375,1,0
1703.56,20,0,356,0,23,16,13,708.15,2.4023,0.6667,0,0
1053.38,9,0,94,2,6,3,18,1558.45,0.6755,0.4286,0,0
1366.7,22,0,310,0,20,7,6,443.48,3.0748,0.3333,0,0
998.48,19,0,289,0,5,4,23,1023.49,0.9746,0.6667,0,0
3459.6,13,1,612,1,6,1,16,1510.68,2.2886,0.1429,0,0
1862.12,18,0,350,1,13,2,20,940.14,1.9786,0.1429,0,0
2131.16,17,0,516,1,5,5,21,2049.39,1.0394,0.8333,0,0
504.7,18,0,395,0,14,4,0,2956.85,0.1706,0.2667,1,0
3278.92,16,0,660,0,5,2,0,3389.51,0.9671,0.3333,1,0
13995.52,16,0,407,0,15,23,2,5342.74,2.619,1.4375,0,0
2004.65,11,1,132,2,12,6,1,1143.29,1.7519,0.4615,0,0
3951.45,19,1,648,1,0,6,26,375.16,10.5047,6.0,0,0
2663.09,4,0,128,2,6,4,2,1936.73,1.3743,0.5714,0,1
2854.0,22,0,1061,0,13,8,0,2820.59,1.0115,0.5714,1,0
3126.12,15,1,155,0,16,6,6,1431.72,2.1819,0.3529,0,0
1032.07,13,0,440,0,7,3,7,236.39,4.3476,0.375,0,0
2073.3,17,1,311,0,21,15,19,1178.13,1.7583,0.6818,0,0
1677.61,15,0,511,0,4,3,25,1430.79,1.1717,0.6,0,0
2.11,22,1,11,1,26,13,2,47.71,0.0433,0.4815,0,1
4714.21,14,1,104,2,10,10,0,467.74,10.0572,0.9091,1,0
3025.43,13,1,691,0,16,5,0,1225.33,2.4671,0.2941,1,0
842.07,17,1,433,0,25,9,9,513.57,1.6365,0.3462,0,0
3012.43,21,1,105,1,3,5,0,565.47,5.3179,1.25,1,0
1551.89,11,0,237,0,42,11,4,696.64,2.2245,0.2558,0,0
821.74,2,0,56,1,15,6,3,312.19,2.6238,0.375,0,0
2040.85,23,0,58,2,8,5,11,713.89,2.8548,0.5556,0,0
2141.54,22,1,42,1,13,2,14,1794.03,1.193,0.1429,0,0
2525.85,8,1,189,1,8,10,2,642.58,3.9247,1.1111,0,1
1240.07,10,1,49,1,7,1,5,883.9,1.4014,0.125,0,1
1413.15,11,0,314,2,13,11,2,363.54,3.8765,0.7857,0,1
2506.34,19,1,470,0,7,6,0,1046.64,2.3924,0.75,1,0
1428.42,2,0,105,1,12,4,1,1198.6,1.1907,0.3077,0,1
548.82,9,1,311,1,1,2,16,1349.45,0.4064,1.0,0,0
1222.05,20,0,27,3,15,36,1,423.45,2.8791,2.25,0,1
1326.42,14,0,91,1,19,7,1,457.51,2.8929,0.35,0,1
516.85,7,0,350,2,13,0,7,486.43,1.0604,0.0,0,0
24542.5,4,0,337,5,10,7,0,473.71,51.7,0.6364,1,1
11746.61,9,0,1166,0,40,6,2,3873.99,3.0314,0.1463,0,0
2141.66,11,0,605,1,9,1,4,1822.07,1.1748,0.1,0,0
3121.74,9,0,310,0,10,7,5,924.01,3.3748,0.6364,0,1
2385.11,14,0,108,0,4,4,0,770.11,3.0931,0.8,1,0
4471.51,15,1,235,0,14,5,5,348.23,12.8039,0.3333,0,1
1507.95,15,0,224,0,9,11,15,1770.53,0.8512,1.1,0,0
1005.07,9,0,519,2,1,3,2,308.21,3.2504,1.5,0,0
701.94,16,0,185,0,15,9,19,1372.78,0.511,0.5625,0,0
3857.59,7,0,924,0,16,2,0,3599.38,1.0714,0.1176,1,0
1109.14,23,1,468,2,13,2,21,372.49,2.9697,0.1429,0,0
1390.77,20,0,928,0,12,8,0,3960.39,0.3511,0.6154,1,0
4515.68,1,0,108,1,9,5,4,400.37,11.2507,0.5,0,1
593.04,12,1,264,0,13,1,0,317.4,1.8626,0.0714,1,0
4904.32,7,0,441,0,3,5,0,2386.82,2.0539,1.25,1,0
2730.37,16,0,227,1,0,3,12,1437.28,1.8984,3.0,0,0
1100.99,14,1,114,3,5,10,4,57.13,18.9401,1.6667,0,1
3756.92,20,1,85,3,14,5,4,828.62,4.5285,0.3333,0,1
5057.55,23,0,354,2,11,5,30,893.33,5.6551,0.4167,0,0
6446.67,8,1,65,0,12,7,0,800.68,8.0415,0.5385,1,1
5298.4,10,0,150,2,4,1,6,1562.38,3.3891,0.2,0,0
13256.9,1,0,188,4,18,2,1,574.92,23.0186,0.1053,0,1
2860.35,20,0,686,1,6,8,3,1043.81,2.7377,1.1429,0,0
78.28,20,1,379,1,9,4,7,600.91,0.1301,0.4,0,0
4442.49,8,1,172,0,13,8,2,1830.12,2.4261,0.5714,0,1
4734.55,22,1,644,0,10,1,0,403.05,11.7177,0.0909,1,0
4524.8,2,1,66,0,10,8,6,447.74,10.0833,0.7273,0,0
2792.51,18,0,1363,0,21,23,3,4412.58,0.6327,1.0455,0,0
900.02,19,1,373,2,7,7,0,380.56,2.3588,0.875,1,1
3121.56,9,0,123,0,8,4,30,1739.11,1.7939,0.4444,0,0
2866.99,13,0,506,2,6,8,29,1460.96,1.9611,1.1429,0,0
3479.97,11,1,169,0,11,7,27,1206.18,2.8827,0.5833,0,0
1791.36,10,0,283,2,7,4,14,1876.9,0.9539,0.5,0,0
4017.57,8,1,188,1,12,7,6,1735.85,2.3131,0.5385,0,1
2366.54,9,0,172,2,12,6,24,1830.52,1.2921,0.4615,0,0
695.65,17,0,410,0,26,9,12,769.86,0.9024,0.3333,0,0
3232.63,18,0,593,0,9,10,0,1559.74,2.0712,1.0,1,0
2623.94,13,0,1142,0,12,7,0,3444.73,0.7615,0.5385,1,0
2683.29,21,0,89,3,8,9,1,733.7,3.6522,1.0,0,1
3335.55,12,0,102,2,11,11,6,1814.48,1.8373,0.9167,0,1
3300.64,18,1,121,0,10,6,1,1255.24,2.6274,0.5455,0,1
1619.37,22,0,473,0,8,0,4,676.03,2.3919,0.0,0,0
4223.3,22,1,144,0,11,8,1,1092.77,3.8612,0.6667,0,0
674.1,19,0,390,0,3,6,5,468.18,1.4368,1.5,0,0
267.85,11,0,343,0,15,11,7,1294.23,0.2068,0.6875,0,0
1378.09,18,0,340,3,18,8,4,774.35,1.7774,0.4211,0,1
1705.97,16,1,241,1,3,2,14,287.2,5.9194,0.5,0,0
515.33,10,0,341,0,3,4,4,1107.16,0.465,1.0,0,0
3118.7,16,0,358,2,6,7,0,857.12,3.6343,1.0,1,1
9279.61,23,0,1355,0,19,3,1,12156.92,0.7633,0.15,0,0
1222.87,16,0,335,0,11,7,17,1515.0,0.8066,0.5833,0,0
3961.5,18,1,155,2,11,10,4,1578.63,2.5079,0.8333,0,0
2007.15,12,0,46,0,14,7,4,1196.72,1.6758,0.4667,0,0
12448.58,23,0,1329,0,27,26,3,10734.37,1.1596,0.9286,0,0
2188.18,8,0,71,0,10,9,2,1583.48,1.381,0.8182,0,0
13338.22,15,1,1439,0,39,5,0,8313.25,1.6043,0.125,1,0
9297.86,4,0,522,1,12,11,0,582.02,15.9478,0.8462,1,1
1813.66,20,0,309,0,23,14,18,1065.44,1.7007,0.5833,0,0
3980.95,1,0,113,1,16,7,1,938.33,4.2381,0.4118,0,0
4838.51,15,0,298,4,7,8,3,163.58,29.3991,1.0,0,1
4530.57,11,0,109,1,6,6,6,1530.76,2.9578,0.8571,0,0
5851.88,22,0,514,0,15,21,3,10932.65,0.5352,1.3125,0,0
564.05,20,0,539,0,32,25,11,784.5,0.7181,0.7576,0,0
2466.29,14,0,238,1,5,6,14,1799.04,1.3701,1.0,0,0
16388.52,3,0,701,4,9,6,4,742.22,22.0507,0.6,0,1
785.94,21,0,182,1,9,8,6,385.8,2.0319,0.8,0,0
7478.78,11,0,406,0,31,18,1,6008.95,1.2444,0.5625,0,0
4257.52,16,0,491,1,5,0,18,762.21,5.5784,0.0,0,0
4490.56,14,0,293,1,8,4,25,829.43,5.4075,0.4444,0,0
1558.91,8,0,2,1,14,18,2,442.28,3.5168,1.2,0,1
2592.71,17,0,449,2,9,3,0,879.2,2.9456,0.3,1,0
2669.69,18,1,56,0,12,1,0,1248.76,2.1362,0.0769,1,0
4116.03,6,0,531,0,13,18,1,7020.92,0.5862,1.2857,0,0
590.98,11,0,1023,0,1,11,0,1483.58,0.3981,5.5,1,0
5907.88,6,0,1041,0,16,15,2,12654.5,0.4668,0.8824,0,0
1665.83,18,0,698,1,10,6,28,62.43,26.2625,0.5455,0,0
1561.97,21,1,77,2,11,5,23,1567.19,0.996,0.4167,0,0
1918.41,11,0,596,0,15,6,15,1041.93,1.8394,0.375,0,0
400.71,20,0,1159,0,12,9,0,1527.45,0.2622,0.6923,1,0
2116.94,17,0,110,0,11,10,16,1672.22,1.2652,0.8333,0,0
9.96,6,0,45,1,15,17,0,0.43,6.965,1.0625,1,1
15493.93,23,0,406,0,14,16,1,4733.3,3.2727,1.0667,0,0
4240.47,9,0,240,0,3,5,9,494.99,8.5495,1.25,0,0
1942.41,12,0,176,0,35,24,3,1017.73,1.9067,0.6667,0,0
101.04,7,1,585,0,33,25,15,280.45,0.359,0.7353,0,0
4653.75,8,0,124,0,11,0,23,831.16,5.5924,0.0,0,0
1900.63,17,0,655,0,9,3,25,761.81,2.4916,0.3,0,0
9915.59,18,0,615,0,23,24,2,4670.96,2.1224,1.0,0,0
2652.17,21,0,164,2,12,9,1,439.51,6.0207,0.6923,0,1
4643.1,21,0,624,0,6,5,8,1691.24,2.7438,0.7143,0,0
1562.43,7,0,571,2,12,3,29,1597.4,0.9775,0.2308,0,0
9999.16,17,1,831,0,15,17,3,4067.04,2.458,1.0625,0,0
5926.77,19,0,357,3,5,4,2,550.14,10.7537,0.6667,0,1
3625.19,22,0,298,2,4,1,16,928.27,3.9011,0.2,0,0
3514.51,17,1,289,2,2,2,0,926.97,3.7873,0.6667,1,0
6800.12,16,1,1430,0,29,11,1,3217.78,2.1126,0.3667,0,0
9528.18,10,1,488,0,30,12,0,7894.83,1.2067,0.3871,1,0
2455.77,18,0,171,0,7,8,2,777.92,3.1528,1.0,0,0
3802.95,21,0,409,2,12,5,14,1068.7,3.5552,0.3846,0,0
1365.21,11,0,76,2,13,6,4,1017.52,1.3404,0.4286,0,1
808.12,18,0,549,2,5,3,0,1743.54,0.4632,0.5,1,0
356.9,12,0,357,2,5,5,11,249.83,1.4229,0.8333,0,0
3106.37,22,0,107,2,11,6,1,1254.99,2.4732,0.5,0,1
318.6,16,0,264,0,23,12,16,1005.44,0.3166,0.5,0,0
4974.28,22,1,516,1,6,2,29,942.02,5.2748,0.2857,0,0
3038.13,10,0,176,2,10,8,12,1100.25,2.7588,0.7273,0,0
4512.58,14,0,369,2,10,1,0,1000.58,4.5055,0.0909,1,0
113.97,17,1,420,1,3,0,29,1589.28,0.0717,0.0,0,0
3922.95,7,0,447,2,10,6,1,1186.77,3.3028,0.5455,0,0
437.78,8,1,171,1,8,8,6,228.44,1.908,0.8889,0,1
4019.33,10,0,491,1,6,3,21,1496.19,2.6846,0.4286,0,0
3932.86,22,1,49,1,12,8,0,831.93,4.7217,0.6154,1,1
9825.32,8,0,1186,0,9,25,2,4868.07,2.0179,2.5,0,0
4498.36,2,1,60,1,6,7,5,483.55,9.2836,1.0,0,0
6102.5,9,0,430,0,15,12,3,8964.1,0.6807,0.75,0,0
302.12,16,0,244,0,37,23,4,1193.25,0.253,0.6053,0,0
6222.98,16,0,333,1,21,12,1,162.87,37.9751,0.5455,0,1
1534.32,12,0,160,0,24,17,0,211.77,7.2112,0.68,1,0
1729.1,13,0,317,0,21,5,10,1491.4,1.1586,0.2273,0,0
5613.07,23,0,1355,0,28,15,2,5034.61,1.1147,0.5172,0,0
4371.23,19,0,597,0,7,5,22,1233.41,3.5411,0.625,0,0
1821.27,20,0,151,0,16,9,10,1227.97,1.4819,0.5294,0,0
2312.26,22,0,435,0,2,0,9,128.48,17.858,0.0,0,0
7920.08,21,0,1328,0,32,7,3,9308.64,0.8507,0.2121,0,0
1657.05,23,1,25,5,16,24,1,533.23,3.1018,1.4118,0,1
202.41,10,1,473,1,7,3,17,714.52,0.2829,0.375,0,0
1323.48,8,0,1056,0,15,8,0,426.58,3.0953,0.5,1,0
503.6,16,1,168,0,11,10,20,624.62,0.805,0.8333,0,0
2548.9,14,0,924,0,11,2,0,2952.31,0.8631,0.1667,1,0
12575.52,7,0,1473,0,14,10,3,3580.24,3.5115,0.6667,0,0
983.4,6,0,247,2,9,4,25,1635.51,0.6009,0.4,0,0
20288.46,5,0,394,4,14,8,3,141.98,141.8972,0.5333,0,1
2.0,13,0,46,0,15,9,0,3.94,0.4049,0.5625,1,1
255.82,20,1,179,0,22,15,6,1232.36,0.2074,0.6522,0,0
3349.63,17,0,587,2,5,2,16,1382.08,2.4219,0.3333,0,0
4521.65,11,0,972,0,12,6,0,1077.75,4.1916,0.4615,1,0
9100.3,23,0,1486,0,32,7,0,12402.69,0.7337,0.2121,1,0
42817.49,1,1,510,3,8,7,6,324.04,131.7299,0.7778,0,1
3693.46,16,0,584,0,11,18,3,3245.91,1.1375,1.5,0,0
2126.63,10,0,219,0,1,1,27,162.11,13.038,0.5,0,0
2633.58,12,1,739,0,13,8,0,1637.33,1.6075,0.5714,1,0
1742.61,21,0,82,2,9,6,4,970.66,1.7934,0.6,0,1
2744.26,11,0,198,0,11,10,0,411.36,6.655,0.8333,1,0
847.62,13,1,568,0,30,9,8,830.91,1.0189,0.2903,0,0
556.4,13,1,153,0,39,24,18,686.62,0.8092,0.6,0,0
2734.47,19,1,20,4,38,22,6,629.92,4.3341,0.5641,0,1
438.76,10,0,630,2,12,2,25,1536.61,0.2854,0.1538,0,0
7045.59,14,0,1029,0,35,21,1,10358.74,0.6801,0.5833,0,0
107.45,20,1,236,0,4,4,0,724.37,0.1481,0.8,1,0
1619.62,7,1,704,0,11,10,0,4113.98,0.3936,0.8333,1,0
4696.15,10,0,806,0,11,7,0,1009.95,4.6453,0.5833,1,0
24136.49,0,0,213,3,6,7,1,389.9,61.7459,1.0,0,1
1746.1,7,0,276,0,30,14,2,799.08,2.1824,0.4516,0,0
1257.31,13,0,497,2,8,3,29,761.13,1.6497,0.3333,0,0
4069.44,12,0,657,0,10,3,14,1425.04,2.8537,0.2727,0,0
666.36,0,0,177,0,15,8,5,1486.94,0.4478,0.5,0,0
2464.43,23,0,132,0,10,7,7,105.6,23.1185,0.6364,0,0
1488.43,14,0,320,0,11,3,0,656.55,2.2636,0.25,1,1
3986.96,16,0,640,2,5,0,26,693.76,5.7386,0.0,0,0
991.9,20,0,145,1,6,6,4,731.96,1.3533,0.8571,0,1
1837.46,23,0,338,1,7,5,15,1091.93,1.6812,0.625,0,0
4072.71,15,1,68,0,5,6,3,1470.72,2.7673,1.0,0,1
13193.1,15,0,1329,0,10,6,3,10295.73,1.2813,0.5455,0,0
1226.19,22,1,493,0,9,4,0,2233.23,0.5488,0.4,1,0
5915.05,11,0,670,0,24,20,0,7184.1,0.8232,0.8,1,0
2038.14,18,0,1098,0,38,10,3,6334.01,0.3217,0.2564,0,0
1042.34,7,1,776,0,3,1,0,1020.47,1.0204,0.25,1,0
1548.3,10,0,0,4,14,20,4,913.9,1.6923,1.3333,0,1
2936.77,10,1,242,1,0,1,22,412.7,7.0988,1.0,0,0
1402.15,8,0,65,2,11,7,4,621.75,2.2515,0.5833,0,1
523.59,19,0,601,0,24,7,12,1621.55,0.3227,0.28,0,0
3408.79,14,1,651,0,12,4,20,132.92,25.4539,0.3077,0,0
2164.04,20,0,449,0,19,10,5,1236.32,1.749,0.5,0,0
1379.61,20,0,113,2,9,10,0,1353.63,1.0184,1.0,1,0
8181.16,18,1,375,3,17,10,3,279.2,29.1976,0.5556,0,1
872.65,9,1,388,0,13,12,7,919.7,0.9478,0.8571,0,0
3612.0,14,1,119,0,8,0,10,1864.21,1.9365,0.0,0,0
838.9,6,0,147,0,6,2,8,1181.0,0.7097,0.2857,0,0
1661.67,8,0,26,4,28,10,2,407.05,4.0722,0.3448,0,1
2716.21,16,1,400,0,11,2,29,1816.21,1.4947,0.1667,0,0
2367.81,0,1,202,0,6,1,1,1841.54,1.2851,0.1429,0,1
4771.39,9,1,469,2,3,4,3,1164.33,4.0945,1.0,0,0
8867.16,8,0,212,2,16,12,1,757.42,11.6916,0.7059,0,1
728.61,16,0,203,2,7,5,1,245.91,2.9509,0.625,0,0
1822.27,9,0,557,0,6,4,0,2180.66,0.8353,0.5714,1,0
10107.09,16,0,151,3,21,6,5,361.31,27.8962,0.2727,0,1
9489.61,14,0,910,0,31,15,1,4236.49,2.2394,0.4688,0,0
1431.2,22,0,70,1,11,8,0,593.33,2.4081,0.6667,1,0
1883.3,7,1,338,1,2,4,14,98.29,18.9677,1.3333,0,0
5261.68,12,0,709,0,17,18,2,4945.84,1.0636,1.0,0,0
3378.73,21,0,165,1,10,3,23,1000.91,3.3723,0.2727,0,0
4575.46,23,0,470,0,11,5,1,2026.83,2.2563,0.4167,0,0
1122.75,10,0,474,0,8,2,0,4913.96,0.2284,0.2222,1,0
1980.67,16,0,351,3,13,4,3,678.99,2.9128,0.2857,0,1
4701.57,21,0,498,0,35,9,3,7926.31,0.5931,0.25,0,0
4242.82,16,0,138,1,9,7,3,486.69,8.6998,0.7,0,1
2703.85,0,0,57,1,10,3,3,267.51,10.0698,0.2727,0,1
1584.61,12,0,377,0,11,4,25,1896.86,0.8349,0.3333,0,0
625.49,16,0,473,2,12,7,3,1972.27,0.317,0.5385,0,0
4092.21,13,0,59,2,9,5,16,1411.43,2.8973,0.5,0,0
4003.24,3,0,41,2,12,7,0,1146.31,3.4892,0.5385,1,0
15117.25,1,0,346,5,22,3,4,498.97,30.2363,0.1304,0,1
2115.85,21,0,260,0,24,23,20,1109.11,1.906,0.92,0,0
823.33,9,1,51,0,7,8,0,1551.99,0.5302,1.0,1,0
10380.48,10,1,926,0,27,5,3,3511.67,2.9552,0.1786,0,0
1162.8,23,0,360,1,13,2,16,509.06,2.2797,0.1429,0,0
3161.78,8,0,586,0,18,6,8,562.99,5.6061,0.3158,0,0
1197.38,18,1,149,0,11,8,2,1651.58,0.7246,0.6667,0,1
5126.02,16,0,292,0,7,3,3,391.81,13.0496,0.375,0,1
27243.79,23,0,217,1,8,1,3,339.31,80.0558,0.1111,0,1
539.41,21,0,524,1,3,3,1,342.57,1.57,0.75,0,0
4595.44,10,1,534,2,2,3,20,972.26,4.7217,1.0,0,0
7274.39,16,1,1245,0,25,10,3,10082.12,0.7214,0.3846,0,0
1078.05,10,1,114,0,5,2,26,2077.79,0.5186,0.3333,0,0
1931.08,10,0,557,0,13,7,17,1623.95,1.1884,0.5,0,0
611.22,6,0,595,2,8,2,3,706.12,0.8644,0.2222,0,0
773.6,17,1,341,1,5,5,29,1228.39,0.6293,0.8333,0,0
12698.3,6,0,1134,0,38,12,2,9365.82,1.3557,0.3077,0,0
2829.34,13,0,116,1,6,8,27,1181.57,2.3925,1.1429,0,0
3928.61,19,0,186,0,9,2,9,767.47,5.1122,0.2,0,0
3498.64,18,1,839,0,3,1,0,4239.74,0.825,0.25,1,0
9331.2,8,0,693,0,19,7,3,9510.96,0.981,0.35,0,0
1451.54,17,0,128,0,22,14,11,584.47,2.4793,0.6087,0,0
36545.71,0,0,302,1,10,5,5,1072.74,34.0359,0.4545,0,1
1607.65,10,1,558,0,30,16,18,1115.82,1.4395,0.5161,0,0
1975.43,16,0,28,1,27,15,0,35.52,54.0917,0.5357,1,1
1670.46,8,1,180,2,9,4,20,669.39,2.4918,0.4,0,0
4866.59,8,0,452,1,12,5,10,1505.7,3.23,0.3846,0,0
3888.82,20,0,338,2,7,2,9,775.56,5.0078,0.25,0,0
2517.67,16,0,558,0,1,3,30,1093.31,2.3007,1.5,0,0
6314.3,19,0,1212,0,15,23,0,10842.71,0.5823,1.4375,1,0
897.12,13,0,314,1,6,4,27,689.54,1.2992,0.5714,0,0
13.91,4,0,46,3,21,14,0,13.01,0.9929,0.6364,1,1
35931.08,1,1,721,5,17,6,2,100.44,354.2102,0.3333,0,1
3257.85,21,0,473,0,9,6,13,325.34,9.983,0.6,0,0
4434.54,22,0,1494,0,12,5,2,11246.95,0.3943,0.3846,0,0
1177.74,19,0,509,0,9,8,18,1368.64,0.8599,0.8,0,0
799.65,17,1,117,0,4,6,3,1947.04,0.4105,1.2,0,0
3513.93,20,1,567,2,10,2,16,1120.13,3.1343,0.1818,0,0
1264.94,22,0,663,2,5,4,14,354.95,3.5537,0.6667,0,0
2894.09,14,0,692,0,3,4,13,1292.29,2.2378,1.0,0,0
4337.27,12,0,1060,0,37,18,2,5875.54,0.7381,0.4737,0,0
844.49,18,0,144,2,11,6,4,1956.32,0.4315,0.5,0,0
928.7,19,1,234,0,24,14,5,1114.77,0.8323,0.56,0,0
1550.16,4,1,23,5,38,16,3,386.34,4.0021,0.4103,0,1
3280.06,17,0,695,0,0,3,2,655.3,4.9978,3.0,0,0
153.43,15,0,697,1,5,7,18,1254.61,0.1222,1.1667,0,0
2931.05,6,0,582,0,3,8,5,453.44,6.4498,2.0,0,0
1816.39,1,1,169,1,9,8,4,792.7,2.2885,0.8,0,1
10459.11,20,0,1414,0,35,10,0,6536.04,1.6,0.2778,1,0
1386.79,9,0,101,0,39,21,0,508.68,2.7209,0.525,1,0
93.6,16,1,85,2,0,5,14,632.3,0.1478,5.0,0,0
13765.41,8,0,1349,0,23,10,1,9910.88,1.3888,0.4167,0,0
2904.86,8,0,105,1,10,0,22,1610.86,1.8022,0.0,0,0
8.8,2,0,15,3,8,8,2,5.57,1.3394,0.8889,0,1
1193.71,3,0,28,2,13,20,0,288.89,4.1178,1.4286,1,1
1076.33,22,1,130,1,10,4,5,518.04,2.0737,0.3636,0,1
3219.5,1,1,185,2,7,6,0,716.0,4.4902,0.75,1,0
1247.79,2,0,13,0,24,30,5,571.2,2.1807,1.2,0,1
1160.47,9,1,257,0,9,16,13,337.95,3.4237,1.6,0,0
8994.1,22,0,381,1,19,11,4,675.68,13.2915,0.55,0,1
983.34,21,0,514,0,12,8,14,1791.97,0.5484,0.6154,0,0
3197.8,12,0,634,1,9,1,26,632.66,5.0466,0.1,0,0
12095.32,17,0,1386,0,26,5,3,6094.87,1.9842,0.1852,0,0
2243.82,7,0,652,0,9,8,0,1672.1,1.3411,0.8,1,0
5556.7,21,1,582,0,22,12,0,10831.69,0.513,0.5217,1,0
3755.92,22,0,174,3,12,12,1,432.67,8.6608,0.9231,0,1
1107.26,11,1,113,0,29,22,6,132.33,8.3047,0.7333,0,0
1672.15,9,0,356,0,18,27,13,821.77,2.0323,1.4211,0,0
3366.64,18,0,956,0,2,6,0,2338.93,1.4388,2.0,1,0
1858.9,16,0,165,0,23,9,15,537.34,3.453,0.375,0,0
995.82,11,0,304,1,3,3,29,375.23,2.6468,0.75,0,0
4582.57,19,1,344,0,5,9,4,474.54,9.6366,1.5,0,1
5108.72,13,0,313,1,10,0,22,1625.61,3.1407,0.0,0,0
9.75,10,0,12,1,19,8,3,40.72,0.2337,0.4,0,1
2364.73,6,1,459,1,8,0,2,597.67,3.95,0.0,0,0
1619.34,10,1,1098,0,14,10,0,3868.63,0.4185,0.6667,1,0
421.82,12,0,589,2,1,2,22,1627.45,0.259,1.0,0,0
